Bar Name,Brand Name,Date,Daily Consumption (ml),Year,Month,Weekday,DayOfWeek,Rolling_7d
Anderson's Bar,Barefoot,2023-06-10,215.74,2023,6,Saturday,5,246.2671428571429
Anderson's Bar,Barefoot,2023-07-02,101.77,2023,7,Sunday,6,222.7242857142857
Anderson's Bar,Barefoot,2023-07-04,0.0,2023,7,Tuesday,1,208.18428571428572
Anderson's Bar,Barefoot,2023-07-05,230.41,2023,7,Wednesday,2,208.53857142857143
Anderson's Bar,Barefoot,2023-07-08,275.72,2023,7,Saturday,5,191.67000000000002
Anderson's Bar,Barefoot,2023-07-11,226.16,2023,7,Tuesday,1,167.42000000000002
Anderson's Bar,Barefoot,2023-09-01,381.6,2023,9,Friday,4,204.4857142857143
Anderson's Bar,Barefoot,2023-09-04,0.0,2023,9,Monday,0,173.6657142857143
Anderson's Bar,Barefoot,2023-09-05,307.32,2023,9,Tuesday,1,203.03
Anderson's Bar,Barefoot,2023-09-06,132.83,2023,9,Wednesday,2,222.0057142857143
Anderson's Bar,Barefoot,2023-09-12,483.78,2023,9,Tuesday,1,258.20142857142855
Anderson's Bar,Barefoot,2023-10-04,899.69,2023,10,Wednesday,2,347.34000000000003
Anderson's Bar,Barefoot,2023-10-08,253.23,2023,10,Sunday,6,351.2071428571429
Anderson's Bar,Barefoot,2023-10-11,147.47,2023,10,Wednesday,2,317.76000000000005
Anderson's Bar,Barefoot,2023-10-12,354.91,2023,10,Thursday,3,368.4614285714285
Anderson's Bar,Barefoot,2023-11-05,349.94,2023,11,Sunday,6,374.55
Anderson's Bar,Barefoot,2023-11-12,573.65,2023,11,Sunday,6,437.5242857142857
Anderson's Bar,Barefoot,2023-12-02,287.17,2023,12,Saturday,5,409.4371428571429
Anderson's Bar,Barefoot,2023-12-03,124.88,2023,12,Sunday,6,298.75
Anderson's Bar,Barefoot,2023-12-09,275.74,2023,12,Saturday,5,301.96571428571434
Anderson's Bar,Barefoot,2023-12-12,513.52,2023,12,Tuesday,1,354.25857142857143
Anderson's Bar,Budweiser,2023-01-09,159.07,2023,1,Monday,0,159.07
Anderson's Bar,Budweiser,2023-02-02,225.56,2023,2,Thursday,3,192.315
Anderson's Bar,Budweiser,2023-02-09,482.17,2023,2,Thursday,3,288.93333333333334
Anderson's Bar,Budweiser,2023-04-04,139.14,2023,4,Tuesday,1,251.485
Anderson's Bar,Budweiser,2023-04-10,466.08,2023,4,Monday,0,294.404
Anderson's Bar,Budweiser,2023-05-04,111.89,2023,5,Thursday,3,263.985
Anderson's Bar,Budweiser,2023-06-03,127.05,2023,6,Saturday,5,244.42285714285714
Anderson's Bar,Budweiser,2023-06-07,178.19,2023,6,Wednesday,2,247.1542857142857
Anderson's Bar,Budweiser,2023-08-02,485.35,2023,8,Wednesday,2,284.26714285714286
Anderson's Bar,Budweiser,2023-08-05,574.1,2023,8,Saturday,5,297.40000000000003
Anderson's Bar,Budweiser,2023-08-07,189.51,2023,8,Monday,0,304.5957142857143
Anderson's Bar,Budweiser,2023-08-08,113.9,2023,8,Tuesday,1,254.28428571428572
Anderson's Bar,Budweiser,2023-10-02,0.0,2023,10,Monday,0,238.29999999999998
Anderson's Bar,Budweiser,2023-10-05,0.0,2023,10,Thursday,3,220.15
Anderson's Bar,Budweiser,2023-10-09,0.0,2023,10,Monday,0,194.69428571428574
Anderson's Bar,Budweiser,2023-11-03,0.0,2023,11,Friday,4,125.35857142857142
Anderson's Bar,Budweiser,2023-12-01,0.0,2023,12,Friday,4,43.34428571428571
Anderson's Bar,Budweiser,2023-12-03,0.0,2023,12,Sunday,6,16.271428571428572
Anderson's Bar,Captain Morgan,2023-02-01,319.33,2023,2,Wednesday,2,319.33
Anderson's Bar,Captain Morgan,2023-02-08,146.1,2023,2,Wednesday,2,232.71499999999997
Anderson's Bar,Captain Morgan,2023-03-08,0.0,2023,3,Wednesday,2,155.14333333333332
Anderson's Bar,Captain Morgan,2023-03-11,234.8,2023,3,Saturday,5,175.0575
Anderson's Bar,Captain Morgan,2023-04-05,387.85,2023,4,Wednesday,2,217.61599999999999
Anderson's Bar,Captain Morgan,2023-04-11,586.88,2023,4,Tuesday,1,279.16
Anderson's Bar,Captain Morgan,2023-05-02,171.73,2023,5,Tuesday,1,263.8128571428571
Anderson's Bar,Captain Morgan,2023-05-03,644.82,2023,5,Wednesday,2,310.3114285714286
Anderson's Bar,Captain Morgan,2023-05-04,363.29,2023,5,Thursday,3,341.3385714285714
Anderson's Bar,Captain Morgan,2023-05-05,137.49,2023,5,Friday,4,360.98
Anderson's Bar,Captain Morgan,2023-05-07,475.67,2023,5,Sunday,6,395.39000000000004
Anderson's Bar,Captain Morgan,2023-05-08,335.99,2023,5,Monday,0,387.9814285714286
Anderson's Bar,Captain Morgan,2023-05-09,539.86,2023,5,Tuesday,1,381.2642857142857
Anderson's Bar,Captain Morgan,2023-05-12,329.51,2023,5,Friday,4,403.80428571428575
Anderson's Bar,Captain Morgan,2023-06-04,248.08,2023,6,Sunday,6,347.1271428571429
Anderson's Bar,Captain Morgan,2023-06-09,876.84,2023,6,Friday,4,420.4914285714286
Anderson's Bar,Captain Morgan,2023-06-10,320.88,2023,6,Saturday,5,446.69
Anderson's Bar,Captain Morgan,2023-07-09,314.75,2023,7,Sunday,6,423.70142857142855
Anderson's Bar,Captain Morgan,2023-08-03,174.32,2023,8,Thursday,3,400.6057142857143
Anderson's Bar,Captain Morgan,2023-09-10,577.03,2023,9,Sunday,6,405.9157142857143
Anderson's Bar,Captain Morgan,2023-10-01,553.22,2023,10,Sunday,6,437.8742857142857
Anderson's Bar,Captain Morgan,2023-10-04,746.81,2023,10,Wednesday,2,509.12142857142857
Anderson's Bar,Captain Morgan,2023-10-07,574.63,2023,10,Saturday,5,465.9485714285715
Anderson's Bar,Captain Morgan,2023-11-03,222.58,2023,11,Friday,4,451.9057142857143
Anderson's Bar,Captain Morgan,2023-11-05,479.39,2023,11,Sunday,6,475.42571428571426
Anderson's Bar,Captain Morgan,2023-11-07,269.92,2023,11,Tuesday,1,489.0828571428571
Anderson's Bar,Captain Morgan,2023-11-08,459.83,2023,11,Wednesday,2,472.34000000000003
Anderson's Bar,Captain Morgan,2023-12-01,113.21,2023,12,Friday,4,409.4814285714286
Anderson's Bar,Captain Morgan,2023-12-09,579.33,2023,12,Saturday,5,385.5557142857143
Anderson's Bar,Captain Morgan,2023-12-11,245.76,2023,12,Monday,0,338.57428571428574
Anderson's Bar,Coors,2023-01-02,440.55,2023,1,Monday,0,440.55
Anderson's Bar,Coors,2023-01-04,544.08,2023,1,Wednesday,2,492.31500000000005
Anderson's Bar,Coors,2023-01-06,274.13,2023,1,Friday,4,419.58666666666664
Anderson's Bar,Coors,2023-02-10,230.71,2023,2,Friday,4,372.3675
Anderson's Bar,Coors,2023-03-05,220.87,2023,3,Sunday,6,342.068
Anderson's Bar,Coors,2023-03-06,599.53,2023,3,Monday,0,384.9783333333333
Anderson's Bar,Coors,2023-03-10,495.81,2023,3,Friday,4,400.81142857142856
Anderson's Bar,Coors,2023-03-12,488.65,2023,3,Sunday,6,407.68285714285713
Anderson's Bar,Coors,2023-04-01,306.02,2023,4,Saturday,5,373.6742857142857
Anderson's Bar,Coors,2023-04-03,400.81,2023,4,Monday,0,391.77142857142854
Anderson's Bar,Coors,2023-04-07,158.7,2023,4,Friday,4,381.4842857142857
Anderson's Bar,Coors,2023-05-08,203.13,2023,5,Monday,0,378.94999999999993
Anderson's Bar,Coors,2023-06-10,156.66,2023,6,Saturday,5,315.6828571428572
Anderson's Bar,Coors,2023-07-04,0.0,2023,7,Tuesday,1,244.85285714285712
Anderson's Bar,Coors,2023-07-06,453.38,2023,7,Thursday,3,239.8142857142857
Anderson's Bar,Coors,2023-07-07,467.09,2023,7,Friday,4,262.8242857142857
Anderson's Bar,Coors,2023-08-01,223.47,2023,8,Tuesday,1,237.48999999999998
Anderson's Bar,Coors,2023-08-06,583.95,2023,8,Sunday,6,298.23999999999995
Anderson's Bar,Coors,2023-09-01,359.15,2023,9,Friday,4,320.5285714285714
Anderson's Bar,Coors,2023-09-10,383.59,2023,9,Sunday,6,352.94714285714286
Anderson's Bar,Coors,2023-11-04,357.5,2023,11,Saturday,5,404.0185714285714
Anderson's Bar,Coors,2023-11-08,152.52,2023,11,Wednesday,2,361.0385714285714
Anderson's Bar,Coors,2023-11-09,225.19,2023,11,Thursday,3,326.4814285714286
Anderson's Bar,Coors,2023-12-05,461.74,2023,12,Tuesday,1,360.52
Anderson's Bar,Coors,2024-01-01,321.06,2024,1,Monday,0,322.96428571428567
Anderson's Bar,Grey Goose,2023-01-09,284.28,2023,1,Monday,0,284.28
Anderson's Bar,Grey Goose,2023-02-03,445.1,2023,2,Friday,4,364.69
Anderson's Bar,Grey Goose,2023-02-07,535.98,2023,2,Tuesday,1,421.7866666666667
Anderson's Bar,Grey Goose,2023-03-03,218.62,2023,3,Friday,4,370.995
Anderson's Bar,Grey Goose,2023-03-06,546.24,2023,3,Monday,0,406.044
Anderson's Bar,Grey Goose,2023-03-12,385.88,2023,3,Sunday,6,402.68333333333334
Anderson's Bar,Grey Goose,2023-04-02,208.39,2023,4,Sunday,6,374.9271428571428
Anderson's Bar,Grey Goose,2023-04-05,401.53,2023,4,Wednesday,2,391.6771428571429
Anderson's Bar,Grey Goose,2023-04-07,378.37,2023,4,Friday,4,382.1442857142857
Anderson's Bar,Grey Goose,2023-04-08,403.45,2023,4,Saturday,5,363.2114285714286
Anderson's Bar,Grey Goose,2023-05-01,512.76,2023,5,Monday,0,405.2314285714286
Anderson's Bar,Grey Goose,2023-06-12,115.26,2023,6,Monday,0,343.6628571428572
Anderson's Bar,Grey Goose,2023-07-12,327.57,2023,7,Wednesday,2,335.3328571428571
Anderson's Bar,Grey Goose,2023-08-07,110.04,2023,8,Monday,0,321.2828571428571
Anderson's Bar,Grey Goose,2023-08-08,192.1,2023,8,Tuesday,1,291.3642857142857
Anderson's Bar,Grey Goose,2023-08-09,508.88,2023,8,Wednesday,2,310.00857142857143
Anderson's Bar,Grey Goose,2023-09-02,489.9,2023,9,Saturday,5,322.3585714285714
Anderson's Bar,Grey Goose,2023-09-03,415.03,2023,9,Sunday,6,308.3971428571428
Anderson's Bar,Grey Goose,2023-10-01,483.08,2023,10,Sunday,6,360.9428571428571
Anderson's Bar,Grey Goose,2023-11-08,552.25,2023,11,Wednesday,2,393.03999999999996
Anderson's Bar,Grey Goose,2023-11-11,257.42,2023,11,Saturday,5,414.0942857142857
Anderson's Bar,Grey Goose,2023-11-12,332.37,2023,11,Sunday,6,434.1328571428571
Anderson's Bar,Grey Goose,2023-12-02,214.98,2023,12,Saturday,5,392.1471428571428
Anderson's Bar,Grey Goose,2023-12-04,137.56,2023,12,Monday,0,341.8128571428571
Anderson's Bar,Heineken,2023-01-10,440.59,2023,1,Tuesday,1,440.59
Anderson's Bar,Heineken,2023-02-04,344.37,2023,2,Saturday,5,392.48
Anderson's Bar,Heineken,2023-02-05,594.24,2023,2,Sunday,6,459.73333333333335
Anderson's Bar,Heineken,2023-02-06,570.62,2023,2,Monday,0,487.45500000000004
Anderson's Bar,Heineken,2023-03-04,399.5,2023,3,Saturday,5,469.86400000000003
Anderson's Bar,Heineken,2023-03-09,250.35,2023,3,Thursday,3,433.27833333333336
Anderson's Bar,Heineken,2023-03-11,461.2,2023,3,Saturday,5,437.26714285714286
Anderson's Bar,Heineken,2023-05-01,180.21,2023,5,Monday,0,400.07
Anderson's Bar,Heineken,2023-05-07,362.76,2023,5,Sunday,6,402.69714285714286
Anderson's Bar,Heineken,2023-05-10,588.77,2023,5,Wednesday,2,401.91571428571433
Anderson's Bar,Heineken,2023-06-04,216.33,2023,6,Sunday,6,351.30285714285714
Anderson's Bar,Heineken,2023-06-05,552.16,2023,6,Monday,0,373.1114285714285
Anderson's Bar,Heineken,2023-06-12,361.59,2023,6,Monday,0,389.0028571428571
Anderson's Bar,Heineken,2023-07-08,344.79,2023,7,Saturday,5,372.3728571428572
Anderson's Bar,Heineken,2023-07-09,419.61,2023,7,Sunday,6,406.5728571428572
Anderson's Bar,Heineken,2023-08-03,344.03,2023,8,Thursday,3,403.8971428571428
Anderson's Bar,Heineken,2023-08-04,216.43,2023,8,Friday,4,350.7057142857143
Anderson's Bar,Heineken,2023-08-09,292.34,2023,8,Wednesday,2,361.5642857142857
Anderson's Bar,Heineken,2023-09-07,198.66,2023,9,Thursday,3,311.06428571428575
Anderson's Bar,Heineken,2023-09-08,522.83,2023,9,Friday,4,334.09857142857146
Anderson's Bar,Heineken,2023-10-10,0.0,2023,10,Tuesday,1,284.84285714285716
Anderson's Bar,Heineken,2023-10-11,0.0,2023,10,Wednesday,2,224.89857142857142
Anderson's Bar,Heineken,2023-12-06,0.0,2023,12,Wednesday,2,175.7514285714286
Anderson's Bar,Heineken,2023-12-07,0.0,2023,12,Thursday,3,144.83285714285714
Anderson's Bar,Heineken,2023-12-08,126.54,2023,12,Friday,4,121.14714285714285
Anderson's Bar,Heineken,2023-12-09,420.5,2023,12,Saturday,5,152.83857142857144
Anderson's Bar,Heineken,2023-12-10,0.0,2023,12,Sunday,6,78.14857142857143
Anderson's Bar,Heineken,2023-12-12,0.0,2023,12,Tuesday,1,78.14857142857143
Anderson's Bar,Jack Daniels,2023-01-08,124.16,2023,1,Sunday,6,124.16
Anderson's Bar,Jack Daniels,2023-02-06,434.79,2023,2,Monday,0,279.475
Anderson's Bar,Jack Daniels,2023-02-11,387.18,2023,2,Saturday,5,315.37666666666667
Anderson's Bar,Jack Daniels,2023-02-12,123.58,2023,2,Sunday,6,267.4275
Anderson's Bar,Jack Daniels,2023-03-08,0.0,2023,3,Wednesday,2,213.942
Anderson's Bar,Jack Daniels,2023-04-02,478.36,2023,4,Sunday,6,258.01166666666666
Anderson's Bar,Jack Daniels,2023-04-05,501.09,2023,4,Wednesday,2,292.7371428571428
Anderson's Bar,Jack Daniels,2023-04-08,347.74,2023,4,Saturday,5,324.6771428571428
Anderson's Bar,Jack Daniels,2023-04-11,496.66,2023,4,Tuesday,1,333.5157142857143
Anderson's Bar,Jack Daniels,2023-05-02,121.14,2023,5,Tuesday,1,295.50999999999993
Anderson's Bar,Jack Daniels,2023-07-03,0.0,2023,7,Monday,0,277.85571428571427
Anderson's Bar,Jack Daniels,2023-07-09,0.0,2023,7,Sunday,6,277.85571428571427
Anderson's Bar,Jack Daniels,2023-07-11,250.03,2023,7,Tuesday,1,245.23714285714286
Anderson's Bar,Jack Daniels,2023-08-02,285.61,2023,8,Wednesday,2,214.4542857142857
Anderson's Bar,Jack Daniels,2023-09-03,462.69,2023,9,Sunday,6,230.87571428571428
Anderson's Bar,Jack Daniels,2023-09-04,0.0,2023,9,Monday,0,159.92428571428567
Anderson's Bar,Jack Daniels,2023-09-06,578.44,2023,9,Wednesday,2,225.25285714285715
Anderson's Bar,Jack Daniels,2023-09-09,482.55,2023,9,Saturday,5,294.18857142857144
Anderson's Bar,Jack Daniels,2023-10-03,453.64,2023,10,Tuesday,1,358.9942857142857
Anderson's Bar,Jack Daniels,2023-10-05,166.75,2023,10,Thursday,3,347.09714285714284
Anderson's Bar,Jack Daniels,2023-10-06,470.85,2023,10,Friday,4,373.56
Anderson's Bar,Jack Daniels,2023-10-08,210.39,2023,10,Sunday,6,337.51714285714286
Anderson's Bar,Jack Daniels,2023-11-03,149.88,2023,11,Friday,4,358.92857142857144
Anderson's Bar,Jack Daniels,2023-11-08,257.63,2023,11,Wednesday,2,313.09857142857146
Anderson's Bar,Jack Daniels,2023-12-02,454.75,2023,12,Saturday,5,309.1271428571428
Anderson's Bar,Jack Daniels,2023-12-07,213.76,2023,12,Thursday,3,274.85857142857145
Anderson's Bar,Jack Daniels,2023-12-10,286.67,2023,12,Sunday,6,291.98999999999995
Anderson's Bar,Jack Daniels,2024-01-01,197.6,2024,1,Monday,0,252.9542857142857
Anderson's Bar,Jameson,2023-01-06,532.62,2023,1,Friday,4,532.62
Anderson's Bar,Jameson,2023-01-07,245.43,2023,1,Saturday,5,389.025
Anderson's Bar,Jameson,2023-01-09,477.28,2023,1,Monday,0,418.4433333333333
Anderson's Bar,Jameson,2023-01-11,286.29,2023,1,Wednesday,2,385.405
Anderson's Bar,Jameson,2023-01-12,457.35,2023,1,Thursday,3,399.794
Anderson's Bar,Jameson,2023-03-01,100.45,2023,3,Wednesday,2,349.90333333333336
Anderson's Bar,Jameson,2023-03-03,363.83,2023,3,Friday,4,351.89285714285717
Anderson's Bar,Jameson,2023-03-10,278.76,2023,3,Friday,4,315.6271428571429
Anderson's Bar,Jameson,2023-03-11,177.37,2023,3,Saturday,5,305.9042857142857
Anderson's Bar,Jameson,2023-03-12,323.93,2023,3,Sunday,6,283.9971428571429
Anderson's Bar,Jameson,2023-04-09,298.57,2023,4,Sunday,6,285.7514285714286
Anderson's Bar,Jameson,2023-04-12,210.58,2023,4,Wednesday,2,250.49857142857144
Anderson's Bar,Jameson,2023-05-03,544.98,2023,5,Wednesday,2,314.0028571428571
Anderson's Bar,Jameson,2023-05-09,103.26,2023,5,Tuesday,1,276.7785714285714
Anderson's Bar,Jameson,2023-06-01,177.6,2023,6,Thursday,3,262.32714285714286
Anderson's Bar,Jameson,2023-06-03,319.73,2023,6,Saturday,5,282.6642857142857
Anderson's Bar,Jameson,2023-06-05,507.58,2023,6,Monday,0,308.90000000000003
Anderson's Bar,Jameson,2023-06-11,100.05,2023,6,Sunday,6,280.54
Anderson's Bar,Jameson,2023-08-01,302.16,2023,8,Tuesday,1,293.6228571428572
Anderson's Bar,Jameson,2023-08-03,404.58,2023,8,Thursday,3,273.5657142857143
Anderson's Bar,Jameson,2023-08-04,431.45,2023,8,Friday,4,320.45
Anderson's Bar,Jameson,2023-08-05,99.06,2023,8,Saturday,5,309.23
Anderson's Bar,Jameson,2023-08-09,0.0,2023,8,Wednesday,2,263.55428571428575
Anderson's Bar,Jameson,2023-08-11,0.0,2023,8,Friday,4,191.04285714285714
Anderson's Bar,Jameson,2023-09-02,175.88,2023,9,Saturday,5,201.8757142857143
Anderson's Bar,Jameson,2023-10-09,327.16,2023,10,Monday,0,205.44714285714284
Anderson's Bar,Jameson,2023-11-04,482.49,2023,11,Saturday,5,216.57714285714286
Anderson's Bar,Jameson,2023-11-10,0.0,2023,11,Friday,4,154.94142857142856
Anderson's Bar,Jameson,2023-11-11,0.0,2023,11,Saturday,5,140.79
Anderson's Bar,Jameson,2023-12-11,228.2,2023,12,Monday,0,173.39000000000001
Anderson's Bar,Jim Beam,2023-01-01,0.0,2023,1,Sunday,6,0.0
Anderson's Bar,Jim Beam,2023-01-03,363.32,2023,1,Tuesday,1,181.66
Anderson's Bar,Jim Beam,2023-01-05,420.18,2023,1,Thursday,3,261.1666666666667
Anderson's Bar,Jim Beam,2023-02-02,226.21,2023,2,Thursday,3,252.4275
Anderson's Bar,Jim Beam,2023-02-03,559.43,2023,2,Friday,4,313.828
Anderson's Bar,Jim Beam,2023-02-04,465.78,2023,2,Saturday,5,339.15333333333336
Anderson's Bar,Jim Beam,2023-02-09,266.29,2023,2,Thursday,3,328.7442857142857
Anderson's Bar,Jim Beam,2023-03-05,143.69,2023,3,Sunday,6,349.2714285714286
Anderson's Bar,Jim Beam,2023-03-07,405.91,2023,3,Tuesday,1,355.35571428571427
Anderson's Bar,Jim Beam,2023-04-07,376.15,2023,4,Friday,4,349.0657142857143
Anderson's Bar,Jim Beam,2023-05-01,488.4,2023,5,Monday,0,386.5214285714286
Anderson's Bar,Jim Beam,2023-05-04,477.03,2023,5,Thursday,3,374.75
Anderson's Bar,Jim Beam,2023-05-08,222.14,2023,5,Monday,0,339.9442857142857
Anderson's Bar,Jim Beam,2023-05-10,103.79,2023,5,Wednesday,2,316.72999999999996
Anderson's Bar,Jim Beam,2023-06-02,478.82,2023,6,Friday,4,364.60571428571427
Anderson's Bar,Jim Beam,2023-06-07,560.78,2023,6,Wednesday,2,386.72999999999996
Anderson's Bar,Jim Beam,2023-06-08,123.64,2023,6,Thursday,3,350.65714285714284
Anderson's Bar,Jim Beam,2023-06-12,0.0,2023,6,Monday,0,280.8857142857143
Anderson's Bar,Jim Beam,2023-07-01,558.14,2023,7,Saturday,5,292.47285714285715
Anderson's Bar,Jim Beam,2023-07-02,208.57,2023,7,Sunday,6,290.53428571428566
Anderson's Bar,Jim Beam,2023-07-04,0.0,2023,7,Tuesday,1,275.70714285714286
Anderson's Bar,Jim Beam,2023-07-06,953.17,2023,7,Thursday,3,343.4714285714286
Anderson's Bar,Jim Beam,2023-07-07,375.32,2023,7,Friday,4,316.9771428571429
